Cohort,Planet,"M0","M1","M2","M3","M4","M5","M6","M7","M8","M9","M10","M11","M12","M13","M14","M15","M16","M17","M18","M19","M20","M21","M22"
May-13,Saturn,"90 ","75 ","75 ","75 ","60 ","60 ","60 ","60 ","60 ","60 ","60 ","45 ","45 ","45 ","45 ","45 ","45 ","45 ","45 ","0 ","0 ","0 ","0 "
May-13,Saturn,"30 ","30 ","30 ","30 ","30 ","30 ","30 ","30 ","30 ","30 ","30 ","30 ","30 ","30 ","30 ","30 ","30 ","30 ","15 ","0 ","0 ","0 ","0 "
May-13,Saturn,"75 ","75 ","60 ","60 ","60 ","60 ","60 ","60 ","60 ","60 ","60 ","60 ","60 ","60 ","60 ","45 ","30 ","15 ","30 ","0 ","0 ","0 ","0 "
May-13,Saturn,"75 ","75 ","60 ","30 ","45 ","45 ","15 ","45 ","45 ","45 ","45 ","45 ","30 ","30 ","30 ","30 ","30 ","15 ","15 ","0 ","0 ","0 ","0 "
May-13,Saturn,"96 ","96 ","96 ","84 ","84 ","72 ","72 ","48 ","48 ","36 ","48 ","24 ","24 ","48 ","48 ","48 ","48 ","48 ","48 ","0 ","0 ","0 ","0 "
May-13,Saturn,"180 ","150 ","90 ","80 ","60 ","50 ","70 ","70 ","60 ","70 ","70 ","60 ","50 ","60 ","60 ","60 ","40 ","30 ","30 ","0 ","0 ","0 ","0 "
May-13,Saturn,"28 ","28 ","28 ","28 ","28 ","14 ","14 ","14 ","14 ","14 ","14 ","14 ","14 ","14 ","14 ","14 ","14 ","14 ","14 ","0 ","0 ","0 ","0 "
May-13,Saturn,"10 ","10 ","10 ","10 ","10 ","10 ","10 ","10 ","10 ","10 ","10 ","10 ","10 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
May-13,Saturn,"81 ","63 ","63 ","63 ","63 ","63 ","63 ","45 ","45 ","36 ","36 ","36 ","36 ","36 ","36 ","27 ","18 ","18 ","18 ","0 ","0 ","0 ","0 "
May-13,Saturn,"14 ","14 ","14 ","14 ","14 ","14 ","14 ","14 ","14 ","14 ","14 ","14 ","14 ","14 ","14 ","14 ","14 ","14 ","0 ","0 ","0 ","0 ","0 "
May-13,Saturn,"60 ","50 ","50 ","40 ","30 ","40 ","40 ","50 ","50 ","50 ","50 ","50 ","40 ","40 ","40 ","40 ","40 ","30 ","40 ","0 ","0 ","0 ","0 "
May-13,Saturn,"60 ","60 ","60 ","60 ","60 ","30 ","30 ","30 ","30 ","15 ","15 ","15 ","15 ","15 ","15 ","15 ","15 ","15 ","30 ","0 ","0 ","0 ","0 "
May-13,Saturn,"11 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
May-13,Saturn,"14 ","14 ","14 ","14 ","14 ","14 ","14 ","14 ","14 ","14 ","14 ","14 ","14 ","14 ","14 ","14 ","14 ","14 ","14 ","0 ","0 ","0 ","0 "
May-13,Saturn,"65 ","65 ","65 ","65 ","65 ","65 ","65 ","65 ","65 ","65 ","65 ","65 ","65 ","65 ","65 ","65 ","65 ","65 ","65 ","0 ","0 ","0 ","0 "
May-13,Saturn,"98 ","98 ","70 ","70 ","70 ","56 ","42 ","28 ","42 ","42 ","42 ","42 ","28 ","28 ","28 ","28 ","28 ","28 ","28 ","0 ","0 ","0 ","0 "
May-13,Saturn,"15 ","15 ","15 ","15 ","15 ","15 ","15 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
May-13,Saturn,"10 ","10 ","10 ","10 ","10 ","10 ","10 ","10 ","10 ","10 ","10 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
May-13,Saturn,"50 ","50 ","40 ","40 ","30 ","40 ","40 ","30 ","30 ","40 ","40 ","30 ","40 ","40 ","40 ","40 ","40 ","40 ","30 ","0 ","0 ","0 ","0 "
May-13,Saturn,"13 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
May-13,Saturn,"11 ","11 ","11 ","11 ","11 ","11 ","11 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
May-13,Saturn,"12 ","12 ","12 ","12 ","12 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
May-13,Saturn,"15 ","15 ","15 ","15 ","15 ","15 ","15 ","15 ","15 ","15 ","15 ","15 ","15 ","15 ","15 ","15 ","15 ","15 ","15 ","0 ","0 ","0 ","0 "
May-13,Saturn,"36 ","24 ","24 ","24 ","12 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
May-13,Saturn,"15 ","15 ","15 ","15 ","15 ","15 ","15 ","15 ","15 ","15 ","15 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
May-13,Saturn,"15 ","15 ","15 ","15 ","15 ","15 ","15 ","15 ","15 ","15 ","15 ","15 ","15 ","15 ","15 ","15 ","15 ","15 ","15 ","0 ","0 ","0 ","0 "
May-13,Saturn,"10 ","10 ","10 ","10 ","10 ","10 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
May-13,Saturn,"252 ","182 ","98 ","84 ","126 ","112 ","126 ","126 ","140 ","140 ","140 ","140 ","140 ","126 ","126 ","112 ","112 ","126 ","126 ","0 ","0 ","0 ","0 "
May-13,Saturn,"36 ","36 ","36 ","36 ","36 ","27 ","27 ","27 ","18 ","18 ","27 ","18 ","18 ","18 ","9 ","18 ","18 ","18 ","18 ","0 ","0 ","0 ","0 "
May-13,Saturn,"13 ","13 ","13 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
May-13,Saturn,"13 ","13 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
May-13,Saturn,"22 ","22 ","22 ","11 ","11 ","11 ","11 ","11 ","11 ","11 ","11 ","11 ","11 ","11 ","11 ","11 ","11 ","0 ","0 ","0 ","0 ","0 ","0 "
May-13,Saturn,"14 ","14 ","14 ","14 ","14 ","14 ","14 ","14 ","14 ","14 ","14 ","14 ","14 ","14 ","14 ","14 ","14 ","14 ","14 ","0 ","0 ","0 ","0 "
May-13,Saturn,"30 ","30 ","30 ","30 ","30 ","30 ","30 ","30 ","30 ","30 ","30 ","15 ","15 ","15 ","15 ","15 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
May-13,Saturn,"24 ","24 ","12 ","12 ","12 ","12 ","12 ","12 ","12 ","12 ","12 ","12 ","12 ","12 ","12 ","12 ","12 ","12 ","12 ","0 ","0 ","0 ","0 "
May-13,Saturn,"26 ","26 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
May-13,Saturn,"12 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
May-13,Saturn,"9 ","9 ","9 ","9 ","9 ","9 ","9 ","9 ","9 ","9 ","9 ","9 ","9 ","9 ","9 ","9 ","9 ","9 ","9 ","0 ","0 ","0 ","0 "
May-13,Saturn,"96 ","72 ","84 ","84 ","72 ","60 ","60 ","60 ","60 ","60 ","60 ","72 ","60 ","60 ","60 ","60 ","60 ","72 ","72 ","0 ","0 ","0 ","0 "
May-13,Saturn,"28 ","28 ","28 ","28 ","28 ","28 ","28 ","28 ","28 ","28 ","28 ","28 ","28 ","28 ","28 ","28 ","28 ","28 ","28 ","0 ","0 ","0 ","0 "
June-13,Venus,"23,290 ","20,740 ","19,490 ","18,510 ","18,180 ","18,120 ","17,980 ","17,590 ","17,210 ","17,110 ","16,570 ","16,380 ","15,490 ","14,930 ","14,540 ","13,900 ","13,330 ","12,970 ","0 ","0 ","0 ","0 ","0 "
June-13,Venus,"450 ","370 ","330 ","330 ","310 ","320 ","270 ","270 ","270 ","280 ","260 ","220 ","210 ","220 ","220 ","220 ","200 ","190 ","0 ","0 ","0 ","0 ","0 "
June-13,Venus,"11 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
June-13,Venus,"10 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
June-13,Venus,"22 ","22 ","11 ","11 ","11 ","11 ","11 ","11 ","11 ","11 ","11 ","11 ","11 ","11 ","11 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
June-13,Venus,"11 ","11 ","11 ","11 ","11 ","11 ","11 ","11 ","11 ","11 ","11 ","11 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
June-13,Venus,"98 ","98 ","84 ","84 ","70 ","56 ","56 ","70 ","56 ","70 ","56 ","56 ","28 ","56 ","56 ","56 ","56 ","56 ","0 ","0 ","0 ","0 ","0 "
June-13,Venus,"39 ","39 ","39 ","39 ","39 ","39 ","39 ","39 ","39 ","39 ","39 ","39 ","26 ","13 ","13 ","26 ","26 ","26 ","0 ","0 ","0 ","0 ","0 "
June-13,Venus,"52 ","39 ","39 ","39 ","39 ","39 ","39 ","26 ","39 ","39 ","26 ","26 ","26 ","39 ","39 ","39 ","39 ","39 ","0 ","0 ","0 ","0 ","0 "
June-13,Venus,"70 ","60 ","70 ","70 ","60 ","60 ","60 ","50 ","60 ","70 ","60 ","50 ","60 ","60 ","60 ","60 ","60 ","50 ","0 ","0 ","0 ","0 ","0 "
June-13,Venus,"60 ","40 ","30 ","20 ","10 ","30 ","30 ","30 ","20 ","40 ","40 ","40 ","30 ","30 ","40 ","30 ","30 ","20 ","0 ","0 ","0 ","0 ","0 "
June-13,Earth,"120,846 ","105,600 ","100,166 ","94,831 ","88,902 ","87,175 ","84,095 ","81,928 ","79,772 ","77,671 ","75,207 ","73,117 ","71,247 ","69,245 ","68,365 ","66,528 ","63,239 ","61,941 ","0 ","0 ","0 ","0 ","0 "
June-13,Earth,"26,892 ","23,544 ","22,008 ","20,940 ","19,512 ","18,936 ","17,988 ","17,388 ","16,824 ","16,176 ","15,552 ","14,652 ","13,956 ","13,764 ","13,560 ","13,284 ","12,600 ","12,132 ","0 ","0 ","0 ","0 ","0 "
June-13,Earth,"15 ","15 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
June-13,Earth,"9 ","9 ","9 ","9 ","9 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
June-13,Earth,"24 ","12 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
June-13,Mars,"21,846 ","17,314 ","15,642 ","14,366 ","13,563 ","13,156 ","12,298 ","11,616 ","11,066 ","10,670 ","10,098 ","9,999 ","9,724 ","9,460 ","9,306 ","8,723 ","8,393 ","8,173 ","0 ","0 ","0 ","0 ","0 "
June-13,Mars,"1,404 ","984 ","900 ","756 ","660 ","576 ","564 ","552 ","576 ","516 ","504 ","504 ","468 ","468 ","492 ","468 ","456 ","432 ","0 ","0 ","0 ","0 ","0 "
June-13,Mars,"28 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
June-13,Mars,"13 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
June-13,Mars,"30 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
June-13,Mars,"56 ","14 ","14 ","14 ","14 ","14 ","14 ","14 ","14 ","14 ","28 ","14 ","14 ","14 ","14 ","14 ","14 ","14 ","0 ","0 ","0 ","0 ","0 "
June-13,Mars,"120 ","48 ","84 ","72 ","72 ","72 ","72 ","72 ","48 ","60 ","48 ","60 ","60 ","60 ","60 ","60 ","60 ","60 ","0 ","0 ","0 ","0 ","0 "
June-13,Mars,"143 ","77 ","88 ","88 ","55 ","55 ","55 ","44 ","33 ","33 ","44 ","44 ","33 ","33 ","22 ","22 ","22 ","33 ","0 ","0 ","0 ","0 ","0 "
June-13,Mars,"135 ","105 ","90 ","105 ","75 ","60 ","60 ","60 ","60 ","45 ","45 ","45 ","45 ","45 ","30 ","45 ","60 ","60 ","0 ","0 ","0 ","0 ","0 "
June-13,Mars,"70 ","50 ","50 ","50 ","50 ","40 ","30 ","40 ","40 ","30 ","30 ","30 ","30 ","30 ","30 ","20 ","30 ","20 ","0 ","0 ","0 ","0 ","0 "
June-13,Mars,"154 ","132 ","110 ","88 ","110 ","121 ","88 ","66 ","88 ","66 ","66 ","77 ","77 ","66 ","66 ","66 ","55 ","66 ","0 ","0 ","0 ","0 ","0 "
June-13,Jupiter,"20,496 ","17,052 ","15,190 ","14,490 ","13,720 ","13,314 ","13,076 ","12,880 ","12,124 ","11,900 ","11,690 ","11,466 ","11,102 ","10,472 ","10,374 ","9,772 ","9,380 ","9,478 ","0 ","0 ","0 ","0 ","0 "
June-13,Jupiter,"460 ","320 ","280 ","260 ","180 ","180 ","200 ","210 ","170 ","180 ","170 ","130 ","160 ","170 ","130 ","140 ","140 ","130 ","0 ","0 ","0 ","0 ","0 "
June-13,Saturn,"279 ","252 ","243 ","225 ","225 ","207 ","225 ","180 ","180 ","189 ","180 ","171 ","171 ","162 ","162 ","153 ","144 ","153 ","0 ","0 ","0 ","0 ","0 "
June-13,Saturn,"18 ","18 ","9 ","9 ","9 ","9 ","9 ","9 ","9 ","9 ","9 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
June-13,Saturn,"72 ","36 ","48 ","60 ","48 ","24 ","60 ","60 ","60 ","60 ","60 ","60 ","48 ","60 ","48 ","36 ","48 ","48 ","0 ","0 ","0 ","0 ","0 "
June-13,Saturn,"5,016 ","4,356 ","4,188 ","3,852 ","3,636 ","3,540 ","3,336 ","3,252 ","3,048 ","2,880 ","2,412 ","1,764 ","1,908 ","1,872 ","1,752 ","1,776 ","1,764 ","1,668 ","0 ","0 ","0 ","0 ","0 "
June-13,Saturn,"644 ","532 ","518 ","490 ","434 ","392 ","392 ","392 ","392 ","308 ","322 ","308 ","336 ","322 ","294 ","266 ","266 ","238 ","0 ","0 ","0 ","0 ","0 "
June-13,Saturn,"2,304 ","1,992 ","1,836 ","1,704 ","1,632 ","1,476 ","1,452 ","1,428 ","1,356 ","1,284 ","1,188 ","1,164 ","1,200 ","1,092 ","1,116 ","1,128 ","1,092 ","1,092 ","0 ","0 ","0 ","0 ","0 "
June-13,Saturn,"13 ","13 ","13 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
June-13,Saturn,"45 ","27 ","27 ","27 ","27 ","18 ","27 ","27 ","27 ","27 ","27 ","27 ","18 ","18 ","18 ","18 ","18 ","18 ","0 ","0 ","0 ","0 ","0 "
June-13,Saturn,"3,588 ","3,081 ","2,743 ","2,600 ","2,444 ","2,444 ","2,457 ","2,327 ","2,132 ","2,119 ","2,132 ","2,041 ","1,976 ","2,015 ","1,937 ","1,924 ","1,807 ","1,768 ","0 ","0 ","0 ","0 ","0 "
June-13,Saturn,"20 ","20 ","10 ","10 ","10 ","10 ","10 ","10 ","10 ","20 ","20 ","20 ","20 ","20 ","20 ","20 ","20 ","20 ","0 ","0 ","0 ","0 ","0 "
June-13,Saturn,"154 ","132 ","121 ","121 ","121 ","110 ","110 ","88 ","99 ","77 ","77 ","88 ","77 ","77 ","88 ","66 ","66 ","88 ","0 ","0 ","0 ","0 ","0 "
June-13,Saturn,"39 ","26 ","26 ","26 ","39 ","39 ","39 ","26 ","13 ","26 ","26 ","26 ","13 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
June-13,Saturn,"24 ","24 ","24 ","12 ","12 ","24 ","24 ","24 ","24 ","24 ","24 ","24 ","24 ","24 ","24 ","24 ","24 ","24 ","0 ","0 ","0 ","0 ","0 "
June-13,Saturn,"60 ","40 ","40 ","40 ","30 ","30 ","30 ","40 ","40 ","30 ","20 ","40 ","40 ","30 ","30 ","30 ","30 ","30 ","0 ","0 ","0 ","0 ","0 "
June-13,Saturn,"13 ","13 ","13 ","13 ","13 ","13 ","13 ","13 ","13 ","13 ","13 ","13 ","13 ","13 ","13 ","13 ","13 ","13 ","0 ","0 ","0 ","0 ","0 "
June-13,Saturn,"7,588 ","6,118 ","5,558 ","5,432 ","5,124 ","4,816 ","4,872 ","4,564 ","4,368 ","4,382 ","4,228 ","4,102 ","4,032 ","3,934 ","3,850 ","3,710 ","3,458 ","3,458 ","0 ","0 ","0 ","0 ","0 "
June-13,Saturn,"14 ","14 ","14 ","14 ","14 ","14 ","14 ","14 ","14 ","14 ","14 ","14 ","14 ","14 ","14 ","14 ","14 ","14 ","0 ","0 ","0 ","0 ","0 "
June-13,Saturn,"24 ","12 ","12 ","12 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
June-13,Saturn,"2,422 ","2,030 ","1,946 ","1,778 ","1,722 ","1,722 ","1,750 ","1,680 ","1,708 ","1,638 ","1,582 ","1,484 ","1,456 ","1,414 ","1,344 ","1,372 ","1,358 ","1,344 ","0 ","0 ","0 ","0 ","0 "
June-13,Saturn,"182 ","168 ","168 ","140 ","140 ","140 ","140 ","140 ","126 ","126 ","126 ","112 ","112 ","98 ","98 ","98 ","112 ","98 ","0 ","0 ","0 ","0 ","0 "
June-13,Saturn,"9,581 ","8,736 ","8,086 ","7,826 ","7,475 ","7,436 ","6,916 ","6,604 ","6,383 ","6,240 ","5,980 ","5,980 ","5,668 ","5,408 ","5,226 ","5,044 ","4,875 ","4,719 ","0 ","0 ","0 ","0 ","0 "
June-13,Saturn,"39 ","26 ","26 ","26 ","26 ","13 ","26 ","26 ","13 ","13 ","13 ","13 ","13 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
June-13,Saturn,"11,934 ","10,620 ","9,729 ","9,333 ","8,730 ","8,424 ","8,208 ","7,830 ","7,308 ","6,669 ","6,390 ","6,102 ","6,048 ","5,742 ","5,499 ","5,247 ","5,166 ","4,860 ","0 ","0 ","0 ","0 ","0 "
June-13,Saturn,"370 ","320 ","350 ","330 ","310 ","320 ","290 ","280 ","250 ","260 ","240 ","240 ","210 ","200 ","210 ","180 ","190 ","190 ","0 ","0 ","0 ","0 ","0 "
June-13,Saturn,"9 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
June-13,Saturn,"1,920 ","1,632 ","1,584 ","1,488 ","1,356 ","1,272 ","1,248 ","1,116 ","1,092 ","1,104 ","1,056 ","1,044 ","996 ","972 ","936 ","900 ","900 ","876 ","0 ","0 ","0 ","0 ","0 "
June-13,Saturn,"11,453 ","9,191 ","8,216 ","7,878 ","7,345 ","6,916 ","6,513 ","6,032 ","6,019 ","5,746 ","5,551 ","5,486 ","5,161 ","5,122 ","5,070 ","4,706 ","4,745 ","4,602 ","0 ","0 ","0 ","0 ","0 "
June-13,Saturn,"15 ","15 ","15 ","15 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
June-13,Saturn,"1,176 ","912 ","756 ","768 ","720 ","744 ","672 ","648 ","672 ","624 ","576 ","552 ","516 ","504 ","492 ","480 ","420 ","408 ","0 ","0 ","0 ","0 ","0 "
June-13,Saturn,"90 ","60 ","45 ","75 ","60 ","75 ","60 ","60 ","45 ","45 ","60 ","60 ","45 ","60 ","45 ","45 ","30 ","45 ","0 ","0 ","0 ","0 ","0 "
June-13,Saturn,"24 ","12 ","12 ","12 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
June-13,Saturn,"957 ","869 ","814 ","792 ","748 ","748 ","682 ","682 ","671 ","594 ","572 ","550 ","484 ","451 ","440 ","407 ","385 ","396 ","0 ","0 ","0 ","0 ","0 "
June-13,Saturn,"91 ","78 ","65 ","91 ","78 ","65 ","52 ","39 ","52 ","39 ","52 ","52 ","26 ","39 ","26 ","26 ","26 ","39 ","0 ","0 ","0 ","0 ","0 "
June-13,Saturn,"99 ","63 ","72 ","81 ","54 ","36 ","45 ","54 ","45 ","54 ","45 ","45 ","45 ","45 ","45 ","45 ","45 ","36 ","0 ","0 ","0 ","0 ","0 "
June-13,Saturn,"3,519 ","2,880 ","2,637 ","2,484 ","2,295 ","2,331 ","2,061 ","1,971 ","1,944 ","1,809 ","1,755 ","1,782 ","1,701 ","1,620 ","1,485 ","1,494 ","1,386 ","1,422 ","0 ","0 ","0 ","0 ","0 "
June-13,Saturn,"1,344 ","1,050 ","924 ","896 ","798 ","784 ","770 ","742 ","784 ","742 ","756 ","756 ","742 ","770 ","672 ","714 ","644 ","616 ","0 ","0 ","0 ","0 ","0 "
June-13,Saturn,"30 ","30 ","30 ","30 ","30 ","20 ","20 ","20 ","20 ","20 ","20 ","20 ","20 ","20 ","20 ","20 ","20 ","20 ","0 ","0 ","0 ","0 ","0 "
June-13,Saturn,"10 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
June-13,Saturn,"9 ","9 ","9 ","9 ","9 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
June-13,Saturn,"14 ","14 ","14 ","14 ","14 ","14 ","14 ","14 ","14 ","14 ","14 ","14 ","14 ","14 ","14 ","14 ","14 ","14 ","0 ","0 ","0 ","0 ","0 "
June-13,Saturn,"13 ","13 ","13 ","13 ","13 ","13 ","13 ","13 ","13 ","13 ","13 ","13 ","13 ","13 ","13 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
June-13,Saturn,"456 ","420 ","396 ","324 ","216 ","216 ","192 ","192 ","192 ","144 ","132 ","108 ","120 ","120 ","108 ","108 ","84 ","84 ","0 ","0 ","0 ","0 ","0 "
June-13,Saturn,"1,854 ","1,611 ","1,458 ","1,395 ","1,341 ","1,269 ","1,206 ","1,134 ","1,098 ","909 ","873 ","792 ","747 ","783 ","720 ","720 ","684 ","702 ","0 ","0 ","0 ","0 ","0 "
June-13,Saturn,"516 ","408 ","348 ","324 ","324 ","300 ","288 ","264 ","264 ","240 ","240 ","216 ","228 ","192 ","228 ","216 ","228 ","216 ","0 ","0 ","0 ","0 ","0 "
June-13,Saturn,"702 ","657 ","612 ","576 ","567 ","549 ","495 ","531 ","531 ","522 ","513 ","495 ","468 ","459 ","432 ","423 ","396 ","387 ","0 ","0 ","0 ","0 ","0 "
June-13,Saturn,"984 ","756 ","660 ","708 ","648 ","636 ","612 ","624 ","552 ","528 ","552 ","564 ","564 ","528 ","504 ","480 ","444 ","456 ","0 ","0 ","0 ","0 ","0 "
June-13,Saturn,"637 ","572 ","546 ","494 ","468 ","468 ","442 ","403 ","377 ","364 ","377 ","338 ","338 ","325 ","299 ","299 ","325 ","325 ","0 ","0 ","0 ","0 ","0 "
June-13,Saturn,"1,232 ","994 ","924 ","812 ","784 ","826 ","770 ","742 ","700 ","700 ","658 ","644 ","602 ","616 ","602 ","574 ","546 ","560 ","0 ","0 ","0 ","0 ","0 "
June-13,Saturn,"11 ","11 ","11 ","11 ","11 ","11 ","11 ","11 ","11 ","11 ","11 ","11 ","11 ","11 ","11 ","11 ","11 ","11 ","0 ","0 ","0 ","0 ","0 "
June-13,Saturn,"15 ","15 ","15 ","15 ","15 ","15 ","15 ","15 ","15 ","15 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
June-13,Saturn,"4,180 ","3,190 ","2,970 ","2,700 ","2,650 ","2,550 ","2,530 ","2,440 ","2,380 ","2,220 ","2,230 ","2,150 ","2,110 ","2,030 ","1,990 ","1,920 ","1,900 ","1,740 ","0 ","0 ","0 ","0 ","0 "
June-13,Saturn,"140 ","110 ","110 ","110 ","100 ","90 ","90 ","90 ","90 ","90 ","90 ","90 ","90 ","90 ","90 ","90 ","80 ","80 ","0 ","0 ","0 ","0 ","0 "
June-13,Saturn,"22 ","22 ","22 ","11 ","22 ","11 ","11 ","11 ","11 ","11 ","11 ","11 ","11 ","11 ","11 ","11 ","22 ","22 ","0 ","0 ","0 ","0 ","0 "
June-13,Saturn,"90 ","75 ","45 ","60 ","60 ","45 ","30 ","30 ","30 ","30 ","45 ","45 ","30 ","30 ","30 ","30 ","30 ","30 ","0 ","0 ","0 ","0 ","0 "
June-13,Saturn,"14 ","14 ","14 ","14 ","14 ","14 ","14 ","14 ","14 ","14 ","14 ","14 ","14 ","14 ","14 ","14 ","14 ","14 ","0 ","0 ","0 ","0 ","0 "
June-13,Saturn,"26 ","26 ","13 ","13 ","13 ","13 ","13 ","13 ","13 ","13 ","13 ","13 ","13 ","13 ","13 ","13 ","13 ","13 ","0 ","0 ","0 ","0 ","0 "
June-13,Saturn,"198 ","165 ","143 ","143 ","132 ","132 ","143 ","132 ","132 ","143 ","143 ","121 ","110 ","99 ","110 ","110 ","88 ","99 ","0 ","0 ","0 ","0 ","0 "
June-13,Saturn,"26 ","26 ","13 ","26 ","26 ","26 ","26 ","26 ","26 ","26 ","26 ","26 ","26 ","13 ","13 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
June-13,Saturn,"36 ","36 ","24 ","24 ","24 ","24 ","24 ","24 ","24 ","24 ","24 ","24 ","24 ","24 ","24 ","24 ","24 ","24 ","0 ","0 ","0 ","0 ","0 "
June-13,Saturn,"26 ","26 ","26 ","26 ","26 ","26 ","26 ","26 ","26 ","26 ","26 ","13 ","13 ","13 ","13 ","13 ","13 ","13 ","0 ","0 ","0 ","0 ","0 "
June-13,Saturn,"90 ","90 ","60 ","60 ","75 ","60 ","75 ","75 ","75 ","75 ","75 ","75 ","75 ","60 ","60 ","60 ","60 ","60 ","0 ","0 ","0 ","0 ","0 "
